BacDive_ID,Name,Oxygen,Gram,Tolerance
11589,Paenibacillus phyllosphaerae,facultative anaerobe,Variable,Anaerobes
24281,Paenibacillus riograndensis,facultative anaerobe,Variable,Anaerobes
11650,Paenibacillus sputi,facultative anaerobe,Variable,Anaerobes
11626,Paenibacillus taichungensis,facultative anaerobe,Variable,Anaerobes
11604,Paenibacillus taiwanensis,facultative anaerobe,Variable,Anaerobes
11629,Paenibacillus woosongensis,facultative anaerobe,Variable,Anaerobes
11667,Saccharibacillus sacchari,"facultative anaerobe, anaerobe",Variable,Anaerobes
23072,Stomatobaculum longum,"anaerobe, anaerobe",Variable,Anaerobes
16690,Syntrophomonas zehnderi,"anaerobe, anaerobe",Variable,Anaerobes
16847,Thermoanaerobacter uzonensis,"anaerobe, anaerobe",Variable,Anaerobes
1496,Virgibacillus campisalis,facultative anaerobe,Variable,Anaerobes
570,Viridibacillus arvi,anaerobe,Variable,Anaerobes
,Abiotrophia defectiva,anaerobe,NI,Anaerobes
,Acetatifactor muris,anaerobe,NI,Anaerobes
,Acetitomaculum ruminis,anaerobe,NI,Anaerobes
,Acetivibrio cellulolyticus,anaerobe,NI,Anaerobes
,Acetivibrio ethanolgignens,anaerobe,NI,Anaerobes
,Acetoanaerobium pronyense,anaerobe,NI,Anaerobes
,Acetoanaerobium sticklandii,anaerobe,NI,Anaerobes
,Acetobacterium bakii,anaerobe,NI,Anaerobes
,Acetobacterium carbinolicum,anaerobe,NI,Anaerobes
,Acetobacterium fimetarium,anaerobe,NI,Anaerobes
,Acetobacterium malicum,anaerobe,NI,Anaerobes
,Acetobacterium paludosum,anaerobe,NI,Anaerobes
,Acetobacterium tundrae,anaerobe,NI,Anaerobes
,Acetobacterium wieringae,anaerobe,NI,Anaerobes
,Acetobacterium woodii,anaerobe,NI,Anaerobes
,Acetohalobium arabaticum,anaerobe,NI,Anaerobes
,Acetomicrobium flavidum,anaerobe,NI,Anaerobes
,Acetomicrobium thermoterrenum,anaerobe,NI,Anaerobes
,Acetonema longum,anaerobe,NI,Anaerobes
,Acidaminobacter hydrogenoformans,anaerobe,NI,Anaerobes
,Acidaminococcus fermentans,anaerobe,NI,Anaerobes
,Acidianus ambivalens,anaerobe,NI,Anaerobes
,Acidianus infernus,anaerobe,NI,Anaerobes
,Acidilobus aceticus,anaerobe,NI,Anaerobes
,Acidilobus saccharovorans,anaerobe,NI,Anaerobes
,Acidipropionibacterium acidipropionici,anaerobe,NI,Anaerobes
,Acidipropionibacterium jensenii,anaerobe,NI,Anaerobes
,Acidipropionibacterium microaerophilum,anaerobe,NI,Anaerobes
,Acidipropionibacterium olivae,anaerobe,NI,Anaerobes
,Acidipropionibacterium thoenii,anaerobe,NI,Anaerobes
,Aciduliprofundum boonei,anaerobe,NI,Anaerobes
,Actinomyces bovis,anaerobe,NI,Anaerobes
,Actinomyces cardiffensis,anaerobe,NI,Anaerobes
,Actinomyces denticolens,anaerobe,NI,Anaerobes
,Actinomyces hongkongensis,anaerobe,NI,Anaerobes
,Actinomyces hyovaginalis,anaerobe,NI,Anaerobes
,Actinomyces israelii,anaerobe,NI,Anaerobes
,Actinomyces johnsonii,anaerobe,NI,Anaerobes
,Actinomyces naeslundii,anaerobe,NI,Anaerobes
,Actinomyces naturae,anaerobe,NI,Anaerobes
,Actinomyces ruminicola,obligate anaerobe,NI,Anaerobes
,Actinomyces viscosus,anaerobe,NI,Anaerobes
,Actinotignum sanguinis,anaerobe,NI,Anaerobes
,Actinotignum urinale,anaerobe,NI,Anaerobes
,Acutalibacter muris,anaerobe,NI,Anaerobes
,Afifella marina,anaerobe,NI,Anaerobes
,Akkermansia muciniphila,anaerobe,NI,Anaerobes
,Alistipes finegoldii,anaerobe,NI,Anaerobes
,Alistipes ihumii,anaerobe,NI,Anaerobes
,Alistipes timonensis,anaerobe,NI,Anaerobes
,Alkalibacter saccharofermentans,anaerobe,NI,Anaerobes
,Alkaliphilus halophilus,anaerobe,NI,Anaerobes
,Alkaliphilus oremlandii,anaerobe,NI,Anaerobes
,Alkaliphilus peptidifermentans,anaerobe,NI,Anaerobes
,Alkalispirochaeta americana,obligate anaerobe,NI,Anaerobes
,Allisonella histaminiformans,anaerobe,NI,Anaerobes
,Allobaculum stercoricanis,anaerobe,NI,Anaerobes
,Allochromatium minutissimum,anaerobe,NI,Anaerobes
,Allochromatium vinosum,anaerobe,NI,Anaerobes
,Allochromatium warmingii,anaerobe,NI,Anaerobes
,Allofustis seminis,anaerobe,NI,Anaerobes
,Alloscardovia criceti,anaerobe,NI,Anaerobes
,Aminicella lysinolytica,anaerobe,NI,Anaerobes
,Aminobacterium colombiense,anaerobe,NI,Anaerobes
,Aminobacterium mobile,anaerobe,NI,Anaerobes
,Aminobacterium thunnarium,anaerobe,NI,Anaerobes
,Aminomonas paucivorans,anaerobe,NI,Anaerobes
,Ammonifex degensii,anaerobe,NI,Anaerobes
,Amycolatopsis palatopharyngis,facultative anaerobe,NI,Anaerobes
,Anaeroarcus burkinensis,anaerobe,NI,Anaerobes
,Anaerobacillus alkalilacustris,anaerobe,NI,Anaerobes
,Anaerobacillus arseniciselenatis,anaerobe,NI,Anaerobes
,Anaerobacterium chartisolvens,anaerobe,NI,Anaerobes
,Anaerobiospirillum succiniciproducens,anaerobe,NI,Anaerobes
,Anaerobiospirillum thomasii,anaerobe,NI,Anaerobes
,Anaerobium acetethylicum,anaerobe,NI,Anaerobes
,Anaerobranca gottschalkii,anaerobe,NI,Anaerobes
,Anaerobranca horikoshii,anaerobe,NI,Anaerobes
,Anaerocella delicata,anaerobe,NI,Anaerobes
,Anaerococcus hydrogenalis,anaerobe,NI,Anaerobes
,Anaerococcus lactolyticus,anaerobe,NI,Anaerobes
,Anaerococcus pacaensis,obligate anaerobe,NI,Anaerobes
,Anaerococcus prevotii,anaerobe,NI,Anaerobes
,Anaerococcus provenciensis,anaerobe,NI,Anaerobes
,Anaerococcus senegalensis,anaerobe,NI,Anaerobes
,Anaerococcus tetradius,anaerobe,NI,Anaerobes
,Anaerococcus vaginalis,anaerobe,NI,Anaerobes
,Anaerocolumna xylanovorans,anaerobe,NI,Anaerobes
,Anaerofilum agile,anaerobe,NI,Anaerobes
,Anaerofilum pentosovorans,anaerobe,NI,Anaerobes
,Anaeroflexus maritimus,anaerobe,NI,Anaerobes
,Anaeromusa acidaminophila,anaerobe,NI,Anaerobes
,Anaeromyxobacter dehalogenans,anaerobe,NI,Anaerobes
,Anaerophaga thermohalophila,anaerobe,NI,Anaerobes
,Anaerosinus glycerini,anaerobe,NI,Anaerobes
,Anaerospora hongkongensis,anaerobe,NI,Anaerobes
,Anaerostipes caccae,anaerobe,NI,Anaerobes
,Anaerostipes hadrus,anaerobe,NI,Anaerobes
,Anaerostipes rhamnosivorans,obligate anaerobe,NI,Anaerobes
,Anaerovibrio lipolyticus,anaerobe,NI,Anaerobes
,Anaerovirgula multivorans,anaerobe,NI,Anaerobes
,Anaerovorax odorimutans,anaerobe,NI,Anaerobes
,Andreesenia angusta,anaerobe,NI,Anaerobes
,Anoxybacillus pushchinoensis,anaerobe,NI,Anaerobes
,Anoxybacter fermentans,anaerobe,NI,Anaerobes
,Anoxynatronum sibiricum,obligate anaerobe,NI,Anaerobes
,Archaeoglobus fulgidus,anaerobe,NI,Anaerobes
,Archaeoglobus infectus,anaerobe,NI,Anaerobes
,Archaeoglobus profundus,anaerobe,NI,Anaerobes
,Archaeoglobus sulfaticallidus,anaerobe,NI,Anaerobes
,Archaeoglobus veneficus,anaerobe,NI,Anaerobes
,Asaccharospora irregularis,anaerobe,NI,Anaerobes
,Atopobium deltae,obligate anaerobe,NI,Anaerobes
,Atopobium fossor,obligate anaerobe,NI,Anaerobes
,Atopobium minutum,anaerobe,NI,Anaerobes
,Atopobium parvulum,anaerobe,NI,Anaerobes
,Atopobium rimae,anaerobe,NI,Anaerobes
,Atopostipes suicloacalis,anaerobe,NI,Anaerobes
,Azoarcus anaerobius,anaerobe,NI,Anaerobes
,Azosprillum humicireducens,facultative anaerobe,NI,Anaerobes
,Bacillus beveridgei,anaerobe,NI,Anaerobes
,Bacillus infernus,anaerobe,NI,Anaerobes
,Bacillus selenitireducens,anaerobe,NI,Anaerobes
,Bacteroides acidifaciens,anaerobe,NI,Anaerobes
,Bacteroides barnesiae,anaerobe,NI,Anaerobes
,Bacteroides caecimuris,anaerobe,NI,Anaerobes
,Bacteroides coagulans,anaerobe,NI,Anaerobes
,Bacteroides fragilis,anaerobe,NI,Anaerobes
,Bacteroides galacturonicus,anaerobe,NI,Anaerobes
,Bacteroides gallinarum,anaerobe,NI,Anaerobes
,Bacteroides helcogenes,anaerobe,NI,Anaerobes
,Bacteroides luti,anaerobe,NI,Anaerobes
,Bacteroides pyogenes,anaerobe,NI,Anaerobes
,Bacteroides rodentium,anaerobe,NI,Anaerobes
,Bacteroides salanitronis,anaerobe,NI,Anaerobes
,Bacteroides salyersiae,anaerobe,NI,Anaerobes
,Bacteroides sartorii,anaerobe,NI,Anaerobes
,Bacteroides stercoris,anaerobe,NI,Anaerobes
,Bacteroides thetaiotaomicron,anaerobe,NI,Anaerobes
,Bacteroides uniformis,anaerobe,NI,Anaerobes
,Balnearium lithotrophicum,anaerobe,NI,Anaerobes
,Bavarococcus seileri,anaerobe,NI,Anaerobes
,Bellilinea caldifistulae,anaerobe,NI,Anaerobes
,Bifidobacterium actinocoloniiforme,anaerobe,NI,Anaerobes
,Bifidobacterium aesculapii,anaerobe,NI,Anaerobes
,Bifidobacterium angulatum,anaerobe,NI,Anaerobes
,Bifidobacterium animalis subsp. animalis,anaerobe,NI,Anaerobes
,Bifidobacterium animalis subsp. lactis,anaerobe,NI,Anaerobes
,Bifidobacterium asteroides,anaerobe,NI,Anaerobes
,Bifidobacterium biavatii,anaerobe,NI,Anaerobes
,Bifidobacterium bifidum,anaerobe,NI,Anaerobes
,Bifidobacterium bohemicum,anaerobe,NI,Anaerobes
,Bifidobacterium boum,anaerobe,NI,Anaerobes
,Bifidobacterium breve,anaerobe,NI,Anaerobes
,Bifidobacterium callitrichos,anaerobe,NI,Anaerobes
,Bifidobacterium catenulatum,anaerobe,NI,Anaerobes
,Bifidobacterium choerinum,anaerobe,NI,Anaerobes
,Bifidobacterium commune,anaerobe,NI,Anaerobes
,Bifidobacterium coryneforme,anaerobe,NI,Anaerobes
,Bifidobacterium cuniculi,anaerobe,NI,Anaerobes
,Bifidobacterium dentium,anaerobe,NI,Anaerobes
,Bifidobacterium gallicum,anaerobe,NI,Anaerobes
,Bifidobacterium gallinarum,anaerobe,NI,Anaerobes
,Bifidobacterium indicum,anaerobe,NI,Anaerobes
,Bifidobacterium kashiwanohense,anaerobe,NI,Anaerobes
,Bifidobacterium lemurum,anaerobe,NI,Anaerobes
,Bifidobacterium longum subsp. infantis,anaerobe,NI,Anaerobes
,Bifidobacterium longum subsp. longum,anaerobe,NI,Anaerobes
,Bifidobacterium longum subsp. suillum,anaerobe,NI,Anaerobes
,Bifidobacterium longum subsp. suis,anaerobe,NI,Anaerobes
,Bifidobacterium magnum,anaerobe,NI,Anaerobes
,Bifidobacterium minimum,anaerobe,NI,Anaerobes
,Bifidobacterium moukalabense,obligate anaerobe,NI,Anaerobes
,Bifidobacterium pseudocatenulatum,anaerobe,NI,Anaerobes
,Bifidobacterium pseudolongum subsp. globosum,anaerobe,NI,Anaerobes
,Bifidobacterium pseudolongum subsp. pseudolongum,anaerobe,NI,Anaerobes
,Bifidobacterium pullorum,anaerobe,NI,Anaerobes
,Bifidobacterium reuteri,anaerobe,NI,Anaerobes
,Bifidobacterium saeculare,anaerobe,NI,Anaerobes
,Bifidobacterium saguini,anaerobe,NI,Anaerobes
,Bifidobacterium stellenboschense,anaerobe,NI,Anaerobes
,Bifidobacterium subtile,anaerobe,NI,Anaerobes
,Bifidobacterium thermacidophilum subsp. porcinum,anaerobe,NI,Anaerobes
,Bifidobacterium thermacidophilum subsp. thermacidophilum,anaerobe,NI,Anaerobes
,Bifidobacterium thermophilum,anaerobe,NI,Anaerobes
,Blastochloris gulmargensis,anaerobe,NI,Anaerobes
,Blastochloris sulfoviridis,anaerobe,NI,Anaerobes
,Blastochloris viridis,anaerobe,NI,Anaerobes
,Blautia caecimuris,anaerobe,NI,Anaerobes
,Blautia coccoides,anaerobe,NI,Anaerobes
,Blautia glucerasea,anaerobe,NI,Anaerobes
,Blautia hansenii,anaerobe,NI,Anaerobes
,Blautia hydrogenotrophica,anaerobe,NI,Anaerobes
,Blautia luti,anaerobe,NI,Anaerobes
,Blautia producta,anaerobe,NI,Anaerobes
,Blautia schinkii,anaerobe,NI,Anaerobes
,Blautia wexlerae,anaerobe,NI,Anaerobes
,Bombiscardovia coagulans,anaerobe,NI,Anaerobes
,Brachyspira murdochii,anaerobe,NI,Anaerobes
,Bulleidia extructa,anaerobe,NI,Anaerobes
,Burkholderia humi,anaerobe,NI,Anaerobes
,Burkholderia telluris,anaerobe,NI,Anaerobes
,Burkholderia terrestris,anaerobe,NI,Anaerobes
,Butyrivibrio crossotus,anaerobe,NI,Anaerobes
,Butyrivibrio fibrisolvens,anaerobe,NI,Anaerobes
,Butyrivibrio hungatei,anaerobe,NI,Anaerobes
,Caldanaerobacter subterraneus subsp. pacificus,anaerobe,NI,Anaerobes
,Caldanaerobacter subterraneus subsp. subterraneus,anaerobe,NI,Anaerobes
,Caldanaerobacter subterraneus subsp. tengcongensis,anaerobe,NI,Anaerobes
,Caldanaerobacter subterraneus subsp. yonseiensis,anaerobe,NI,Anaerobes
,Caldanaerobacter uzonensis,anaerobe,NI,Anaerobes
,Caldanaerobius polysaccharolyticus,anaerobe,NI,Anaerobes
,Caldanaerobius zeae,anaerobe,NI,Anaerobes
,Caldicellulosiruptor acetigenus,anaerobe,NI,Anaerobes
,Caldicellulosiruptor changbaiensis,anaerobe,NI,Anaerobes
,Caldicellulosiruptor obsidiansis,obligate anaerobe,NI,Anaerobes
,Caldicellulosiruptor owensensis,anaerobe,NI,Anaerobes
,Caldicellulosiruptor saccharolyticus,anaerobe,NI,Anaerobes
,Caldicoprobacter algeriensis,anaerobe,NI,Anaerobes
,Caldicoprobacter faecalis,anaerobe,NI,Anaerobes
,Caldilinea aerophila,anaerobe,NI,Anaerobes
,Caldilinea tarbellica,anaerobe,NI,Anaerobes
,Caldinitratiruptor microaerophilus,anaerobe,NI,Anaerobes
,Caldisalinibacter kiritimatiensis,anaerobe,NI,Anaerobes
,Caldisphaera lagunensis,anaerobe,NI,Anaerobes
,Caldithrix abyssi,anaerobe,NI,Anaerobes
,Caldithrix palaeochoryensis,anaerobe,NI,Anaerobes
,Caldivirga maquilingensis,anaerobe,NI,Anaerobes
,Caloramator coolhaasii,anaerobe,NI,Anaerobes
,Caloramator fervidus,anaerobe,NI,Anaerobes
,Caloramator proteoclasticus,anaerobe,NI,Anaerobes
,Caloramator viterbiensis,anaerobe,NI,Anaerobes
,Caloranaerobacter azorensis,anaerobe,NI,Anaerobes
,Caloranaerobacter ferrireducens,anaerobe,NI,Anaerobes
,Caminibacter hydrogeniphilus,anaerobe,NI,Anaerobes
,Caminicella sporogenes,anaerobe,NI,Anaerobes
,Campylobacter curvus,anaerobe,NI,Anaerobes
,Campylobacter gracilis,anaerobe,NI,Anaerobes
,Campylobacter mucosalis,anaerobe,NI,Anaerobes
,Campylobacter rectus,anaerobe,NI,Anaerobes
,Campylobacter ureolyticus,anaerobe,NI,Anaerobes
,Capnocytophaga gingivalis,anaerobe,NI,Anaerobes
,Capnocytophaga granulosa,facultative anaerobe,NI,Anaerobes
,Capnocytophaga haemolytica,facultative anaerobe,NI,Anaerobes
,Capnocytophaga ochracea,anaerobe,NI,Anaerobes
,Capnocytophaga sputigena,anaerobe,NI,Anaerobes
,Carboxydocella thermautotrophica,anaerobe,NI,Anaerobes
,Carboxydothermus ferrireducens,anaerobe,NI,Anaerobes
,Carboxydothermus hydrogenoformans,anaerobe,NI,Anaerobes
,Carboxydothermus islandicus,anaerobe,NI,Anaerobes
,Carboxydothermus pertinax,anaerobe,NI,Anaerobes
,Carnobacterium pleistocenium,anaerobe,NI,Anaerobes
,Catabacter honkongensis,anaerobe,NI,Anaerobes
,Catellibacterium nanjingense,anaerobe,NI,Anaerobes
,Catenibacterium mitsuokai,anaerobe,NI,Anaerobes
,Catenococcus thiocycli,facultative anaerobe,NI,Anaerobes
,Cellulosilyticum lentocellum,anaerobe,NI,Anaerobes
,Centipeda periodontii,anaerobe,NI,Anaerobes
,Cetia pacifica,anaerobe,NI,Anaerobes
,Cetobacterium somerae,anaerobe,NI,Anaerobes
,Chitinivibrio alkaliphilus,anaerobe,NI,Anaerobes
,Chlorobaculum limnaeum,anaerobe,NI,Anaerobes
,Chlorobaculum tepidum,anaerobe,NI,Anaerobes
,Chlorobaculum thiosulfatiphilum,anaerobe,NI,Anaerobes
,Chlorobium limicola,anaerobe,NI,Anaerobes
,Chlorobium luteolum,anaerobe,NI,Anaerobes
,Chlorobium phaeovibrioides,anaerobe,NI,Anaerobes
,Chloroflexus aggregans,anaerobe,NI,Anaerobes
,Chloroflexus aurantiacus,anaerobe,NI,Anaerobes
,Chrysiogenes arsenatis,anaerobe,NI,Anaerobes
,Clostridioides difficile,anaerobe,NI,Anaerobes
,Clostridioides mangenotii,anaerobe,NI,Anaerobes
,Clostridium acetireducens,anaerobe,NI,Anaerobes
,Clostridium acetobutylicum,anaerobe,NI,Anaerobes
,Clostridium acidisoli,anaerobe,NI,Anaerobes
,Clostridium aerotolerans,anaerobe,NI,Anaerobes
,Clostridium akagii,anaerobe,NI,Anaerobes
,Clostridium aldenense,anaerobe,NI,Anaerobes
,Clostridium aldrichii,anaerobe,NI,Anaerobes
,Clostridium algidicarnis,anaerobe,NI,Anaerobes
,Clostridium algidixylanolyticum,anaerobe,NI,Anaerobes
,Clostridium algifaecis,anaerobe,NI,Anaerobes
,Clostridium algoriphilum,anaerobe,NI,Anaerobes
,Clostridium alkalicellulosi,anaerobe,NI,Anaerobes
,Clostridium amazonense,anaerobe,NI,Anaerobes
,Clostridium aminophilum,anaerobe,NI,Anaerobes
,Clostridium amygdalinum,anaerobe,NI,Anaerobes
,Clostridium arbusti,anaerobe,NI,Anaerobes
,Clostridium asparagiforme,anaerobe,NI,Anaerobes
,Clostridium aurantibutyricum,anaerobe,NI,Anaerobes
,Clostridium baratii,anaerobe,NI,Anaerobes
,Clostridium beijerinckii,anaerobe,NI,Anaerobes
,Clostridium bolteae,anaerobe,NI,Anaerobes
,Clostridium bornimense,anaerobe,NI,Anaerobes
,Clostridium bowmanii,anaerobe,NI,Anaerobes
,Clostridium butyricum,anaerobe,NI,Anaerobes
,Clostridium cadaveris,anaerobe,NI,Anaerobes
,Clostridium carnis,anaerobe,NI,Anaerobes
,Clostridium celatum,anaerobe,NI,Anaerobes
,Clostridium celerecrescens,anaerobe,NI,Anaerobes
,Clostridium cellobioparum,anaerobe,NI,Anaerobes
,Clostridium chartatabidum,anaerobe,NI,Anaerobes
,Clostridium chauvoei,anaerobe,NI,Anaerobes
,Clostridium chromiireducens,anaerobe,NI,Anaerobes
,Clostridium citroniae,anaerobe,NI,Anaerobes
,Clostridium clostridioforme,anaerobe,NI,Anaerobes
,Clostridium cochlearium,anaerobe,NI,Anaerobes
,Clostridium cocleatum,anaerobe,NI,Anaerobes
,Clostridium colicanis,anaerobe,NI,Anaerobes
,Clostridium colinum,anaerobe,NI,Anaerobes
,Clostridium cylindrosporum,anaerobe,NI,Anaerobes
,Clostridium diolis,anaerobe,NI,Anaerobes
,Clostridium disporicum,anaerobe,NI,Anaerobes
,Clostridium estertheticum subsp. estertheticum,anaerobe,NI,Anaerobes
,Clostridium estertheticum subsp. laramiense,anaerobe,NI,Anaerobes
,Clostridium fallax,anaerobe,NI,Anaerobes
,Clostridium felsineum,anaerobe,NI,Anaerobes
,Clostridium fimetarium,anaerobe,NI,Anaerobes
,Clostridium formicaceticum,anaerobe,NI,Anaerobes
,Clostridium frigidicarnis,anaerobe,NI,Anaerobes
,Clostridium frigoris,anaerobe,NI,Anaerobes
,Clostridium gasigenes,anaerobe,NI,Anaerobes
,Clostridium glycyrrhizinilyticum,anaerobe,NI,Anaerobes
,Clostridium grantii,anaerobe,NI,Anaerobes
,Clostridium haemolyticum,anaerobe,NI,Anaerobes
,Clostridium herbivorans,anaerobe,NI,Anaerobes
,Clostridium hiranonis,anaerobe,NI,Anaerobes
,Clostridium homopropionicum,anaerobe,NI,Anaerobes
,Clostridium hungatei,anaerobe,NI,Anaerobes
,Clostridium hylemonae,anaerobe,NI,Anaerobes
,Clostridium indolis,anaerobe,NI,Anaerobes
,Clostridium innocuum,anaerobe,NI,Anaerobes
,Clostridium intestinale,anaerobe,NI,Anaerobes
,Clostridium isatidis,anaerobe,NI,Anaerobes
,Clostridium jeddahense,anaerobe,NI,Anaerobes
,Clostridium kluyveri,anaerobe,NI,Anaerobes
,Clostridium lactatifermentans,anaerobe,NI,Anaerobes
,Clostridium lacusfryxellense,anaerobe,NI,Anaerobes
,Clostridium leptum,anaerobe,NI,Anaerobes
,Clostridium ljungdahlii,anaerobe,NI,Anaerobes
,Clostridium luticellarii,anaerobe,NI,Anaerobes
,Clostridium magnum,anaerobe,NI,Anaerobes
,Clostridium malenominatum,anaerobe,NI,Anaerobes
,Clostridium methylpentosum,anaerobe,NI,Anaerobes
,Clostridium moniliforme,anaerobe,NI,Anaerobes
,Clostridium neopropionicum,anaerobe,NI,Anaerobes
,Clostridium nexile,anaerobe,NI,Anaerobes
,Clostridium novyi,anaerobe,NI,Anaerobes
,Clostridium oceanicum,anaerobe,NI,Anaerobes
,Clostridium oryzae,anaerobe,NI,Anaerobes
,Clostridium paradoxum,anaerobe,NI,Anaerobes
,Clostridium paraputrificum,anaerobe,NI,Anaerobes
,Clostridium pascui,anaerobe,NI,Anaerobes
,Clostridium pasteurianum,anaerobe,NI,Anaerobes
,Clostridium peptidivorans,anaerobe,NI,Anaerobes
,Clostridium perfringens,anaerobe,NI,Anaerobes
,Clostridium polyendosporum,anaerobe,NI,Anaerobes
,Clostridium polysaccharolyticum,anaerobe,NI,Anaerobes
,Clostridium populeti,anaerobe,NI,Anaerobes
,Clostridium propionicum,anaerobe,NI,Anaerobes
,Clostridium psychrophilum,anaerobe,NI,Anaerobes
,Clostridium punense,anaerobe,NI,Anaerobes
,Clostridium puniceum,anaerobe,NI,Anaerobes
,Clostridium putrefaciens,anaerobe,NI,Anaerobes
,Clostridium quinii,anaerobe,NI,Anaerobes
,Clostridium ramosum,anaerobe,NI,Anaerobes
,Clostridium roseum,anaerobe,NI,Anaerobes
,Clostridium saccharobutylicum,anaerobe,NI,Anaerobes
,Clostridium saccharogumia,anaerobe,NI,Anaerobes
,Clostridium saccharolyticum,anaerobe,NI,Anaerobes
,Clostridium saccharoperbutylacetonicum,anaerobe,NI,Anaerobes
,Clostridium sardiniense,anaerobe,NI,Anaerobes
,Clostridium sartagoforme,anaerobe,NI,Anaerobes
,Clostridium saudii,anaerobe,NI,Anaerobes
,Clostridium scindens,anaerobe,NI,Anaerobes
,Clostridium senegalense,anaerobe,NI,Anaerobes
,Clostridium septicum,anaerobe,NI,Anaerobes
,Clostridium sphenoides,anaerobe,NI,Anaerobes
,Clostridium spiroforme,anaerobe,NI,Anaerobes
,Clostridium sporogenes,anaerobe,NI,Anaerobes
,Clostridium sporosphaeroides,anaerobe,NI,Anaerobes
,Clostridium stercorarium subsp. leptospartum,anaerobe,NI,Anaerobes
,Clostridium stercorarium subsp. thermolacticum,anaerobe,NI,Anaerobes
,Clostridium straminisolvens,anaerobe,NI,Anaerobes
,Clostridium subterminale,anaerobe,NI,Anaerobes
,Clostridium swellfunianum,anaerobe,NI,Anaerobes
,Clostridium symbiosum,anaerobe,NI,Anaerobes
,Clostridium tarantellae,anaerobe,NI,Anaerobes
,Clostridium tepidiprofundi,anaerobe,NI,Anaerobes
,Clostridium termitidis,anaerobe,NI,Anaerobes
,Clostridium tertium,anaerobe,NI,Anaerobes
,Clostridium tetanomorphum,anaerobe,NI,Anaerobes
,Clostridium thermoalcaliphilum,anaerobe,NI,Anaerobes
,Clostridium thermobutyricum,anaerobe,NI,Anaerobes
,Clostridium thermopalmarium,anaerobe,NI,Anaerobes
,Clostridium thermosuccinogenes,anaerobe,NI,Anaerobes
,Clostridium thiosulfatireducens,anaerobe,NI,Anaerobes
,Clostridium tyrobutyricum,anaerobe,NI,Anaerobes
,Clostridium uliginosum,anaerobe,NI,Anaerobes
,Clostridium vincentii,anaerobe,NI,Anaerobes
,Clostridium viride,anaerobe,NI,Anaerobes
,Collinsella aerofaciens,anaerobe,NI,Anaerobes
,Collinsella intestinalis,anaerobe,NI,Anaerobes
,Collinsella massiliensis,anaerobe,NI,Anaerobes
,Collinsella stercoris,anaerobe,NI,Anaerobes
,Coprobacillus cateniformis,anaerobe,NI,Anaerobes
,Coprothermobacter platensis,anaerobe,NI,Anaerobes
,Coprothermobacter proteolyticus,anaerobe,NI,Anaerobes
,Coriobacterium glomerans,anaerobe,NI,Anaerobes
,Corynebacterium freiburgense,anaerobe,NI,Anaerobes
,Crassaminicella profunda,anaerobe,NI,Anaerobes
,Cutibacterium avidum,anaerobe,NI,Anaerobes
,Cutibacterium granulosum,anaerobe,NI,Anaerobes
,Cytophaga xylanolytica,anaerobe,NI,Anaerobes
,Dechloromonas hortensis,anaerobe,NI,Anaerobes
,Deferribacter abyssi,anaerobe,NI,Anaerobes
,Deferribacter thermophilus,anaerobe,NI,Anaerobes
,Dehalobacter restrictus,anaerobe,NI,Anaerobes
,Denitrobacterium detoxificans,anaerobe,NI,Anaerobes
,Denitrovibrio acetiphilus,anaerobe,NI,Anaerobes
,Desulfacinum hydrothermale,anaerobe,NI,Anaerobes
,Desulfacinum infernum,anaerobe,NI,Anaerobes
,Desulfarculus baarsii,anaerobe,NI,Anaerobes
,Desulfatiferula berrensis,anaerobe,NI,Anaerobes
,Desulfatiglans anilini,anaerobe,NI,Anaerobes
,Desulfatiglans parachlorophenolica,anaerobe,NI,Anaerobes
,Desulfitibacter alkalitolerans,anaerobe,NI,Anaerobes
,Desulfitispora alkaliphila,anaerobe,NI,Anaerobes
,Desulfitobacterium chlororespirans,anaerobe,NI,Anaerobes
,Desulfitobacterium dehalogenans,anaerobe,NI,Anaerobes
,Desulfitobacterium metallireducens,anaerobe,NI,Anaerobes
,Desulfobacca acetoxidans,anaerobe,NI,Anaerobes
,Desulfobacter curvatus,anaerobe,NI,Anaerobes
,Desulfobacter hydrogenophilus,anaerobe,NI,Anaerobes
,Desulfobacter latus,anaerobe,NI,Anaerobes
,Desulfobacter postgatei,anaerobe,NI,Anaerobes
,Desulfobacterium autotrophicum,anaerobe,NI,Anaerobes
,Desulfobacterium catecholicum,anaerobe,NI,Anaerobes
,Desulfobacterium indolicum,anaerobe,NI,Anaerobes
,Desulfobacterium niacini,anaerobe,NI,Anaerobes
,Desulfobacterium oleovorans,anaerobe,NI,Anaerobes
,Desulfobacterium vacuolatum,anaerobe,NI,Anaerobes
,Desulfobacula phenolica,anaerobe,NI,Anaerobes
,Desulfobacula toluolica,anaerobe,NI,Anaerobes
,Desulfobotulus alkaliphilus,anaerobe,NI,Anaerobes
,Desulfobotulus sapovorans,anaerobe,NI,Anaerobes
,Desulfobulbus elongatus,anaerobe,NI,Anaerobes
,Desulfobulbus marinus,anaerobe,NI,Anaerobes
,Desulfobulbus mediterraneus,anaerobe,NI,Anaerobes
,Desulfobulbus propionicus,anaerobe,NI,Anaerobes
,Desulfobulbus rhabdoformis,anaerobe,NI,Anaerobes
,Desulfocapsa sulfexigens,anaerobe,NI,Anaerobes
,Desulfocapsa thiozymogenes,anaerobe,NI,Anaerobes
